City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
654,Sola,VU,77.41,overcast clouds,-13.8833,167.55,Leumerus Bungalows
655,Phan Thiet,VN,75.11,broken clouds,10.9333,108.1,Hotel Saigon-PT
656,Eureka,US,76.68,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
657,Sinnamary,GF,79.54,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
661,Utmanzai,PK,79.41,overcast clouds,34.188,71.7629,ENGR. JUNAID ZAMAN HOME
662,Kashi,CN,79.81,broken clouds,39.4547,75.9797,帕米尔青年旅舍
663,Tateyama,JP,83.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
665,Aloleng,PH,81.03,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
666,Carutapera,BR,78.01,broken clouds,-1.195,-46.02,Lidera
667,Sampit,ID,74.32,broken clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
668,Sciacca,IT,76.46,scattered clouds,37.5082,13.0881,Hotel Aliai
669,Zinder,NE,79.27,broken clouds,13.8072,8.9881,Hotel de Ville
670,Taklisah,TN,79.54,clear sky,36.7833,10.6333,Takelsa vineyard
672,Lingao,CN,78.87,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
673,Arak,IR,73.33,clear sky,34.0917,49.6892,Zagros Hotel
674,Yining,CN,80.71,overcast clouds,29.0361,114.5636,Xiushui Hotel
675,Zabid,YE,82.04,overcast clouds,14.1951,43.3152,مغرب التريبه
676,Mint Hill,US,83.8,clear sky,35.1796,-80.6473,Meadowbrook
677,Hobyo,SO,76.05,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
679,Acaponeta,MX,92.41,overcast clouds,22.4964,-105.3594,Hotel Casa Blanca
680,Hirara,JP,82.26,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
681,Puttur,IN,77.11,overcast clouds,12.7667,75.2167,Hotel Super Tower
682,Hailey,US,91.89,clear sky,43.5196,-114.3153,Wood River Inn & Suites
684,Ocean City,US,88.05,overcast clouds,39.2776,-74.5746,Biscayne Suites
